PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_1,Cabin_2,Cabin_3,kfold
2887_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,False,G,459,S,0
8537_03,Mars,True,TRAPPIST-1e,16.0,,0.0,0.0,0.0,0.0,0.0,True,F,1643,S,0
1264_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,False,E,79,P,0
0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,E,8,P,0
5221_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,528.0,8.0,153.0,0.0,False,F,1065,P,0
8978_01,Mars,False,TRAPPIST-1e,53.0,False,24.0,0.0,1105.0,0.0,0.0,False,F,1841,P,0
8373_01,Earth,False,TRAPPIST-1e,22.0,False,1.0,2.0,243.0,0.0,484.0,False,F,1606,S,0
4550_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,180.0,516.0,,,True,F,853,S,0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,B,2,S,0
1211_07,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,,0.0,True,G,186,S,0
0551_01,Earth,False,TRAPPIST-1e,42.0,False,126.0,0.0,266.0,445.0,12.0,False,G,80,S,0
0890_01,Mars,False,TRAPPIST-1e,16.0,False,172.0,,338.0,9.0,0.0,False,F,184,P,0
4256_05,Earth,False,TRAPPIST-1e,37.0,False,0.0,0.0,115.0,671.0,0.0,False,G,698,P,0
7159_01,Europa,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,True,C,263,S,0
2762_02,Earth,False,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,False,G,439,S,0
9179_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1494,P,0
3453_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,567,P,0
6766_01,Earth,False,PSO J318.5-22,16.0,False,399.0,0.0,3.0,0.0,137.0,False,G,1098,P,0
5811_02,Europa,False,55 Cancri e,46.0,False,35.0,3953.0,0.0,2108.0,0.0,True,A,54,P,0
0384_01,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,56,S,0
3032_04,Earth,False,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,False,F,575,S,0
5142_03,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1050,P,0
3699_04,Europa,False,TRAPPIST-1e,57.0,False,0.0,3859.0,13.0,195.0,3874.0,False,C,123,P,0
6764_01,Mars,False,TRAPPIST-1e,32.0,False,2937.0,60.0,696.0,0.0,0.0,False,F,1294,S,0
3514_01,Earth,False,TRAPPIST-1e,19.0,False,122.0,170.0,52.0,0.0,465.0,False,G,576,P,0
0982_01,Earth,True,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,True,G,145,P,0
7914_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1278,P,0
5724_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,919,P,0
8727_01,Earth,False,55 Cancri e,28.0,False,34.0,0.0,0.0,0.0,658.0,False,F,1797,P,0
0614_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,,0.0,True,G,91,S,0
3443_01,Earth,False,TRAPPIST-1e,38.0,False,792.0,0.0,,1.0,29.0,True,F,648,S,0
6977_02,Earth,False,TRAPPIST-1e,38.0,False,0.0,806.0,3.0,0.0,0.0,True,G,1137,S,0
0461_02,Earth,False,TRAPPIST-1e,22.0,False,0.0,70.0,182.0,612.0,20.0,True,F,85,S,0
7711_01,,,TRAPPIST-1e,24.0,False,0.0,82.0,0.0,1624.0,77.0,False,D,241,P,0
6360_01,Europa,False,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,True,A,75,S,0
5480_01,Europa,False,TRAPPIST-1e,37.0,False,31.0,9307.0,0.0,904.0,11213.0,False,0,0,0,0
7960_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,7.0,,689.0,0.0,False,F,1648,P,0
3679_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,False,B,116,P,0
8854_01,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1429,S,0
6166_01,Earth,False,TRAPPIST-1e,25.0,False,980.0,0.0,3.0,0.0,0.0,False,E,394,P,0
2666_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,E,184,S,0
6900_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1123,S,0
8380_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1367,P,0
0984_05,Earth,False,55 Cancri e,20.0,False,0.0,11.0,0.0,136.0,1088.0,False,F,182,S,0
9197_02,Europa,False,,41.0,True,0.0,7964.0,0.0,3238.0,5839.0,False,C,308,P,0
3042_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,False,F,578,S,0
4372_01,Mars,True,TRAPPIST-1e,54.0,False,0.0,,0.0,0.0,0.0,True,F,821,S,0
3733_01,Europa,False,TRAPPIST-1e,34.0,True,0.0,4.0,0.0,685.0,1779.0,False,D,118,S,0
5511_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,884,P,0
7902_01,Earth,,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1276,P,0
7983_01,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,0,0
3987_01,Earth,False,TRAPPIST-1e,17.0,False,103.0,2183.0,0.0,16.0,0.0,True,F,822,P,0
2055_06,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,330,P,0
6570_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,908.0,0.0,False,G,1068,S,0
2919_03,Mars,True,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,True,F,555,S,0
1634_01,Earth,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,G,253,S,0
0360_01,Earth,False,TRAPPIST-1e,15.0,False,358.0,212.0,33.0,0.0,112.0,False,F,67,S,0
0899_02,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,False,G,130,P,0
6734_01,Europa,False,55 Cancri e,47.0,False,0.0,2699.0,0.0,671.0,8.0,True,C,249,S,0
2299_01,Mars,False,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,False,F,448,S,0
1146_01,Earth,False,55 Cancri e,26.0,,620.0,0.0,187.0,0.0,1304.0,False,F,232,P,0
7850_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,False,E,514,S,0
8926_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,,3.0,80.0,0.0,True,E,571,P,0
6402_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1032,P,0
1452_03,Europa,False,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,False,C,53,P,0
4628_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,7484.0,465.0,14.0,610.0,True,C,175,S,0
0519_01,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,G,77,S,0
3715_01,Earth,True,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,False,G,602,P,0
7761_02,Earth,True,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1246,P,0
0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,41,P,0
6367_02,Mars,False,55 Cancri e,18.0,False,114.0,131.0,927.0,0.0,0.0,True,F,1215,S,0
6321_02,Europa,False,TRAPPIST-1e,19.0,False,0.0,1234.0,0.0,1956.0,0.0,False,C,194,P,0
8097_01,Europa,True,TRAPPIST-1e,41.0,False,0.0,0.0,,0.0,0.0,True,B,317,S,0
2580_01,Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,False,G,412,S,0
4132_01,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G,678,P,0
1916_01,Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,D,61,P,0
1829_02,Europa,False,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,True,D,56,P,0
6844_01,Mars,False,55 Cancri e,23.0,False,71.0,0.0,1376.0,0.0,890.0,False,E,455,S,0
7261_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1168,P,0
3120_02,Mars,False,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,False,E,204,S,0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,G,23,S,0
6891_01,Mars,False,TRAPPIST-1e,27.0,False,725.0,0.0,1660.0,0.0,0.0,True,D,215,P,0
7255_01,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1166,P,0
4169_01,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,D,140,P,0
4748_01,Mars,False,TRAPPIST-1e,53.0,False,204.0,142.0,380.0,38.0,1.0,False,D,149,S,0
5855_02,Earth,False,PSO J318.5-22,41.0,False,0.0,0.0,687.0,0.0,65.0,True,G,949,P,0
3236_03,Earth,False,TRAPPIST-1e,18.0,False,0.0,30.0,0.0,756.0,5.0,False,E,200,P,0
6990_01,Earth,False,PSO J318.5-22,21.0,False,1.0,22.0,0.0,649.0,2.0,False,0,0,0,0
7271_01,Earth,False,55 Cancri e,21.0,False,61.0,201.0,222.0,161.0,60.0,False,G,1171,P,0
4245_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,G,695,S,0
2086_01,Europa,False,TRAPPIST-1e,65.0,False,51.0,4451.0,0.0,20.0,397.0,True,A,26,S,0
7106_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1357,S,0
0043_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,False,B,3,P,0
1113_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,719.0,True,E,78,S,0
4635_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,755,P,0
1939_01,Mars,False,TRAPPIST-1e,57.0,True,975.0,0.0,295.0,39.0,0.0,False,F,385,P,0
5367_03,Europa,False,55 Cancri e,46.0,False,0.0,8221.0,0.0,1010.0,160.0,True,C,209,S,0
1095_01,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,0,0
7442_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0
0935_01,Earth,False,TRAPPIST-1e,36.0,False,0.0,11.0,0.0,18.0,872.0,False,F,194,P,0
3055_01,Earth,False,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,False,F,637,P,0
0428_01,Europa,False,TRAPPIST-1e,29.0,False,0.0,4118.0,0.0,715.0,3139.0,True,C,16,S,0
6763_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,97.0,725.0,26.0,104.0,True,G,1097,P,0
9180_01,Mars,False,TRAPPIST-1e,37.0,False,148.0,0.0,684.0,1446.0,88.0,False,F,1774,S,0
5348_01,Mars,False,TRAPPIST-1e,26.0,False,164.0,0.0,853.0,0.0,39.0,True,D,168,P,0
8217_01,Earth,False,TRAPPIST-1e,49.0,False,0.0,4.0,50.0,0.0,746.0,False,F,1570,S,0
5622_01,Earth,False,TRAPPIST-1e,68.0,False,0.0,0.0,970.0,0.0,0.0,True,F,1076,S,0
3431_01,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,F,705,P,0
0304_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,422.0,0.0,1851.0,5166.0,False,E,18,S,0
5528_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,288.0,35.0,0.0,435.0,False,F,1143,P,0
6639_01,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1075,P,0
0615_02,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,92,S,0
6582_01,Europa,False,55 Cancri e,25.0,False,0.0,1538.0,97.0,530.0,35.0,False,A,66,P,0
3853_01,Earth,False,PSO J318.5-22,18.0,False,16.0,6.0,735.0,0.0,0.0,True,F,725,S,0
4257_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,265.0,882.0,2.0,293.0,False,F,881,P,0
3787_03,Mars,False,TRAPPIST-1e,,False,132.0,75.0,849.0,0.0,0.0,True,D,122,S,0
8720_01,Earth,False,55 Cancri e,23.0,False,0.0,247.0,1063.0,36.0,0.0,True,F,1690,S,0
8393_01,Earth,False,TRAPPIST-1e,21.0,False,163.0,146.0,54.0,245.0,95.0,False,F,1725,P,0
8214_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,D,242,S,0
2302_01,Europa,False,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,False,A,18,P,0
0454_03,Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,B,15,S,0
5721_01,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,B,219,S,0
8639_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,E,567,S,0
7993_02,Europa,True,55 Cancri e,47.0,True,0.0,0.0,0.0,0.0,0.0,True,A,96,S,0
2201_01,Europa,False,55 Cancri e,32.0,False,0.0,1968.0,13.0,1051.0,,True,D,75,S,0
0020_06,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,E,0,S,0
0972_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,314.0,323.0,1026.0,6.0,False,E,54,P,0
7277_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,True,G,1184,S,0
8541_02,Mars,False,55 Cancri e,33.0,False,1914.0,5.0,0.0,0.0,228.0,True,D,266,P,0
4206_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,13.0,524.0,7.0,0.0,False,F,865,P,0
4005_06,Earth,False,PSO J318.5-22,16.0,False,4.0,0.0,2278.0,2.0,0.0,True,F,829,P,0
2526_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,B,74,P,0
0425_03,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,F,96,P,0
5957_03,Europa,False,55 Cancri e,58.0,True,2.0,3862.0,0.0,1482.0,73.0,False,B,203,P,0
3879_01,Mars,False,55 Cancri e,31.0,False,796.0,0.0,70.0,595.0,0.0,False,F,801,P,0
2928_01,Europa,False,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,False,B,92,P,0
9074_03,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1460,S,0
8348_01,Mars,True,TRAPPIST-1e,47.0,False,0.0,,0.0,0.0,0.0,True,E,532,P,0
3702_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,False,E,220,P,0
5307_01,Europa,True,TRAPPIST-1e,13.0,False,,0.0,0.0,0.0,0.0,True,B,204,S,0
8961_03,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1455,P,0
6925_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,677.0,1.0,108.0,False,G,1120,P,0
6665_02,Europa,False,TRAPPIST-1e,18.0,False,4.0,1337.0,0.0,0.0,182.0,False,B,222,P,0
6829_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1109,P,0
7332_01,Earth,False,TRAPPIST-1e,39.0,False,2.0,0.0,0.0,2.0,787.0,False,E,488,S,0
3605_01,Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,G,592,P,0
3145_01,Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True,F,652,P,0
6334_04,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1028,S,0
1778_01,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,False,G,279,S,0
0901_01,Mars,False,TRAPPIST-1e,32.0,False,47.0,0.0,2552.0,0.0,0.0,True,F,167,S,0
8060_01,Mars,False,TRAPPIST-1e,39.0,False,1369.0,259.0,960.0,1.0,29.0,False,F,1541,S,0
2826_02,Europa,False,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,False,C,96,P,0
2748_01,Earth,False,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,True,F,529,S,0
2461_01,,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,False,G,396,S,0
7435_01,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,B,244,P,0
5986_01,Europa,,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,D,188,P,0
1154_02,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,B,43,P,0
2486_01,Earth,False,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,False,F,513,P,0
4258_02,Europa,,TRAPPIST-1e,63.0,False,0.0,490.0,1.0,2882.0,18.0,False,A,37,P,0
0696_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,581.0,226.0,74.0,0.0,True,G,107,S,0
7936_01,Earth,False,TRAPPIST-1e,21.0,False,7.0,0.0,622.0,0.0,0.0,False,F,1644,P,0
3073_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,640,P,0
7105_01,,False,55 Cancri e,20.0,False,0.0,6.0,552.0,20.0,0.0,True,F,1473,P,0
0458_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,D,16,S,0
8584_01,Earth,False,TRAPPIST-1e,22.0,False,4.0,0.0,72.0,21.0,600.0,False,F,1655,S,0
2406_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,465,S,0
7336_01,,False,TRAPPIST-1e,30.0,False,2.0,0.0,5.0,1.0,962.0,False,F,1411,S,0
1853_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,302,P,0
3216_02,Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,509,S,0
1465_01,Earth,False,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,False,G,233,P,0
2558_02,Mars,,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,F,525,P,0
1455_05,Europa,False,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,False,B,62,S,0
6540_01,Earth,False,TRAPPIST-1e,13.0,False,0.0,671.0,0.0,8.0,0.0,True,G,1059,P,0
3710_01,Earth,False,55 Cancri e,35.0,False,432.0,0.0,377.0,0.0,0.0,False,G,601,P,0
8130_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1308,S,0
4942_01,Earth,True,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,True,G,806,S,0
3274_03,Earth,False,TRAPPIST-1e,64.0,,0.0,0.0,16.0,733.0,159.0,False,G,533,P,0
0840_01,Earth,,TRAPPIST-1e,27.0,False,663.0,1111.0,0.0,0.0,2.0,False,G,123,P,0
8736_02,Mars,False,TRAPPIST-1e,20.0,False,,2.0,289.0,976.0,0.0,True,F,1800,P,0
4788_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,778.0,0.0,False,F,904,S,0
1332_01,Earth,False,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,False,E,98,S,0
8276_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,C,273,P,0
8644_01,Earth,False,TRAPPIST-1e,27.0,False,20.0,0.0,11.0,0.0,848.0,False,F,1668,S,0
8512_01,Earth,False,55 Cancri e,48.0,False,0.0,717.0,0.0,0.0,10.0,True,F,1637,S,0
0911_02,,False,TRAPPIST-1e,74.0,False,853.0,0.0,543.0,31.0,0.0,True,F,189,P,0
7091_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1142,P,0
5236_01,Earth,False,TRAPPIST-1e,46.0,False,1.0,0.0,898.0,0.0,96.0,True,E,326,P,0
8571_01,Mars,False,TRAPPIST-1e,26.0,False,5757.0,0.0,206.0,0.0,0.0,False,F,1651,S,0
7425_01,Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,,True,G,1200,P,0
0527_01,Mars,False,55 Cancri e,,False,1172.0,11.0,3.0,0.0,4.0,False,F,93,S,0
0926_01,Europa,False,55 Cancri e,30.0,False,0.0,7992.0,0.0,507.0,25.0,True,B,39,S,0
7270_01,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1170,P,0
1748_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,287,P,0
0248_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,C,10,S,0
0634_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,1496.0,0.0,140.0,383.0,False,F,135,P,0
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,G,21,S,0
4000_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,658,S,0
4656_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,1125.0,0.0,,993.0,False,F,875,S,0
4714_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False,G,765,P,0
2555_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,B,78,P,0
5756_08,Earth,False,PSO J318.5-22,31.0,False,11.0,0.0,0.0,1912.0,1120.0,False,F,1194,P,0
6779_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,7920.0,270.0,1.0,322.0,True,B,258,S,0
8596_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,C,284,P,0
4297_01,Europa,False,55 Cancri e,41.0,False,14.0,6777.0,81.0,604.0,2936.0,False,B,138,P,0
0220_06,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G,37,P,0
9139_01,Mars,False,TRAPPIST-1e,25.0,False,410.0,32.0,14.0,1239.0,10.0,False,F,1766,S,0
2561_01,Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,False,E,178,S,0
8816_01,Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,,True,B,340,S,0
7089_01,Europa,False,TRAPPIST-1e,20.0,False,1040.0,2487.0,0.0,174.0,182.0,True,D,218,S,0
4754_01,Earth,False,55 Cancri e,30.0,False,25.0,245.0,198.0,2.0,321.0,False,E,307,S,0
6000_01,Mars,False,TRAPPIST-1e,19.0,False,781.0,0.0,295.0,613.0,0.0,False,0,0,0,0
4064_01,Earth,False,TRAPPIST-1e,47.0,False,939.0,1477.0,,0.0,0.0,True,F,767,S,0
8540_01,Earth,False,TRAPPIST-1e,24.0,False,686.0,0.0,13.0,0.0,0.0,False,F,1645,S,0
5230_01,Mars,False,TRAPPIST-1e,23.0,False,263.0,0.0,1548.0,44.0,0.0,True,F,1004,S,0
8869_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1431,S,0
1710_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,276,P,0
